,x_box,y_box,width,high,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,target
8168,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,18
8119,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,1
8419,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,20
5843,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
13062,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,2
3284,3.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,18
17543,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
10054,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,8
17814,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,15
555,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,10
7960,2.0,3.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,3.0,12
6757,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
11530,1.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,19
12875,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4
4586,0.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,4.0,1.0,4.0,0.0,2.0,0.0,2.0,9
4145,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,8
10491,2.0,4.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,23
11404,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,18
10275,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,11
4398,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,12
1852,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,21
14982,1.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,2.0,21
7457,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,18
18509,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,3.0,0.0,2.0,21
16684,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,15
10700,0.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,22
1746,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1
12982,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
15728,1.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,2.0,5
8987,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,16
14521,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
11773,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0
7975,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,10
7094,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1
11165,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,15
16077,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,5
19592,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,5
16746,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,5
17925,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,16
10177,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1
3887,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,9
12450,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,7
19615,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3
11203,0.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,11
6380,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,21
880,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,14
2771,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
19543,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,5
17648,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,2.0,19
8423,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,11
3348,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0,2
18661,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,10
169,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,4.0,3.0,0.0,3.0,0.0,2.0,21
8117,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,15
4970,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,16
12184,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,20
6663,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,5
8218,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,11
8057,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,3.0,11
12942,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,6
11246,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4
425,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,12
18082,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,0.0,3.0,0.0,2.0,2
18657,1.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0
5110,1.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,22
18982,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3
3884,2.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,3.0,8
13989,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
1870,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,24
1279,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,9
15578,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,4
10158,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,14
18777,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0
888,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,21
840,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,19
9732,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
5061,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,13
11991,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,13
5055,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,20
2861,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,9
2686,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,3.0,16
4263,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,23
6106,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,4
15220,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,6
7056,1.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,2.0,5
17443,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0
11855,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,17
10388,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,23
6313,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
14615,1.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
1930,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
16616,2.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,4
9195,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,10
17312,2.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,4.0,16
11178,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,13
5999,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,2.0,21
3301,3.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,13
2708,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,15
13208,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,14
11663,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,4.0,7
18316,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,19
14415,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,21
13053,0.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
13600,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,18
4247,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,10
12600,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,23
148,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,21
16431,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,18
4772,2.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,11
14329,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,3.0,10
10857,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,11
15101,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,7
4379,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,3.0,1.0,3.0,16
4693,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,21
3479,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,5
19099,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,4
10998,2.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,13
4392,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,13
14891,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,11
13777,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
6653,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,21
15959,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,14
19913,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,6
188,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,15
13588,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,22
13435,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,17
2234,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,16
19156,3.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,12
8619,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,16
12946,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,3.0,8
17395,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,17
17915,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,3
10217,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
9159,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,3
12664,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,22
2314,0.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,15
17045,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,1.0,2.0,18
15375,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,14
11163,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,2.0,3.0,0.0,2.0,0.0,2.0,9
18156,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,20
14163,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,23
8206,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,25
8907,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,22
15742,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,13
19948,1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,19
13148,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
618,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,3
3262,1.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,9
4200,2.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,4.0,10
18899,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1
11466,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,25
4801,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,4.0,1.0,4.0,0.0,2.0,0.0,2.0,9
9178,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
13659,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
11815,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3
14411,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,22
468,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,6
7876,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,16
17820,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,11
5537,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,13
13506,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,16
8673,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,3.0,7
11003,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,12
19934,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,16
352,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,1
5482,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,21
4496,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1
17121,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,6
8315,0.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,8
17411,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,15
18084,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,16
14898,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,10
3712,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,13
13306,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,2.0,15
13308,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,22
6843,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,22
5681,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
9015,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,4
1725,0.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,7
10000,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,22
7337,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,16
19620,3.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,0
19327,0.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
17178,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,7
16269,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,4
11654,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,19
5118,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,16
19759,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,3
16866,1.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
13323,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
1717,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,22
2778,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
6723,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,3
3902,2.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,1
19071,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,7
537,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,9
13635,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,20
5287,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
3353,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,15
8027,1.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,1.0,5
13502,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,11
17009,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,19
