,parents,has_nurs,form,children,housing,finance,social,health,target
3479,2,4,0,0,2,0,2,0,0
4435,1,3,0,2,0,0,1,1,1
9264,0,3,3,3,2,1,2,2,1
5064,1,3,2,1,1,0,1,2,1
11577,0,0,1,2,2,0,2,2,3
9660,0,2,0,2,1,1,2,2,1
9342,0,3,2,1,0,0,0,2,1
1188,2,2,1,2,0,0,0,2,4
683,2,3,2,0,2,1,1,0,0
11348,0,0,0,2,0,0,1,0,0
10401,0,1,0,0,2,1,1,2,3
1422,2,2,3,2,2,0,0,2,1
5477,1,2,1,1,2,0,2,0,0
4791,1,3,3,0,1,0,2,2,1
1934,2,1,0,3,1,0,1,0,0
3808,2,4,1,2,2,1,0,1,3
4054,2,4,3,3,0,0,2,1,3
3414,2,0,2,3,0,1,2,2,1
9318,0,3,2,0,2,1,2,2,1
12863,0,4,2,2,0,1,0,0,0
717,2,3,2,1,0,1,1,2,1
6838,1,1,2,2,2,1,1,1,3
11816,0,0,3,2,1,0,1,0,0
5224,1,2,0,0,1,0,2,1,1
6145,1,1,0,1,1,0,1,1,3
2248,2,1,3,1,2,1,1,1,1
12286,0,4,0,3,2,1,0,1,3
6927,1,0,0,0,0,1,1,2,3
30,2,3,0,0,2,1,2,2,4
2238,2,1,3,1,2,0,1,2,1
4004,2,4,3,2,0,0,1,0,0
10076,0,2,3,2,2,1,2,0,0
2498,2,1,2,2,0,1,2,0,0
11595,0,0,1,2,1,0,2,2,3
8340,1,4,3,2,2,0,1,2,3
2352,2,1,3,3,2,1,2,2,1
11501,0,0,1,0,1,1,1,0,0
8967,0,3,1,2,0,0,2,2,1
10715,0,1,1,2,2,0,2,0,0
10203,0,2,2,0,1,1,1,2,3
8028,1,4,1,0,1,0,0,2,3
5426,1,2,1,0,2,0,1,0,0
11386,0,0,0,2,1,1,0,1,3
8011,1,4,1,0,2,0,0,1,3
1542,2,2,2,0,2,1,2,2,1
11076,0,1,2,1,0,0,1,2,3
6271,1,1,1,0,0,0,1,1,1
10767,0,1,1,3,2,0,2,2,3
4709,1,3,1,3,0,1,0,0,0
6790,1,1,2,1,1,0,2,1,3
2374,2,1,3,3,1,1,1,1,1
2876,2,0,1,1,0,1,2,0,0
7290,1,0,1,3,0,0,0,2,1
12297,0,4,0,3,1,0,2,2,3
7914,1,4,0,2,2,1,2,2,3
12943,0,4,2,3,1,0,0,1,3
6971,1,0,0,1,0,0,2,0,0
11263,0,0,0,0,2,1,2,1,3
10707,0,1,1,2,0,1,1,2,3
2406,2,1,2,0,2,1,2,2,1
12665,0,4,3,2,2,1,0,0,0
7177,1,0,1,0,1,1,2,1,3
11399,0,0,0,3,0,0,2,0,0
6678,1,1,3,3,1,0,0,2,1
11768,0,0,3,1,1,1,2,0,0
7136,1,0,1,0,0,0,1,0,0
7414,1,0,3,1,0,1,1,1,3
8035,1,4,1,0,1,0,1,1,3
666,2,3,2,0,2,0,0,2,1
9790,0,2,1,1,0,1,1,1,1
3267,2,0,2,0,2,1,0,2,1
9412,0,3,2,2,0,1,1,1,3
8700,0,3,0,1,0,0,1,2,1
10389,0,1,0,0,2,0,2,2,1
9386,0,3,2,1,1,0,1,0,0
1082,2,2,1,0,0,0,0,0,0
911,2,2,0,0,1,1,0,0,0
5647,1,2,3,0,2,1,2,1,1
10192,0,2,2,0,1,0,2,1,3
3203,2,0,3,3,0,1,1,0,0
7664,1,0,2,1,1,1,2,0,0
1980,2,1,1,0,1,0,0,2,1
1591,2,2,2,1,2,0,1,1,1
1147,2,2,1,1,0,1,2,1,1
8354,1,4,3,2,1,0,0,0,0
10571,0,1,0,3,1,0,2,0,0
11086,0,1,2,1,0,1,1,1,3
2258,2,1,3,1,1,0,1,0,0
10491,0,1,0,2,0,1,1,2,3
12852,0,4,2,2,0,0,0,2,1
7828,1,4,0,0,1,1,1,1,3
479,2,3,3,0,1,1,0,0,0
1704,2,2,2,3,2,1,2,2,1
6106,1,1,0,1,0,0,2,1,1
1235,2,2,1,2,1,1,0,0,0
6283,1,1,1,0,2,0,0,1,1
1644,2,2,2,2,2,0,1,2,1
4377,1,3,0,1,0,0,2,2,4
1443,2,2,3,2,1,0,2,2,1
3833,2,4,1,2,1,1,1,0,0
11488,0,0,1,0,1,0,2,1,3
1002,2,2,0,2,2,1,2,2,1
4579,1,3,1,0,1,0,1,1,1
4609,1,3,1,1,2,0,0,1,1
5496,1,2,1,1,1,0,1,2,1
9439,0,3,2,2,1,0,1,1,3
9663,0,2,0,2,1,1,1,2,3
2273,2,1,3,2,0,0,2,0,0
4775,1,3,3,0,2,0,2,0,0
10272,0,2,2,2,0,1,2,2,1
12170,0,4,0,1,2,0,0,0,0
12360,0,4,1,0,1,1,2,2,3
120,2,3,0,2,0,1,2,2,1
4685,1,3,1,2,1,0,2,0,0
5560,1,2,1,2,1,1,1,1,1
3319,2,0,2,1,2,0,1,1,3
12327,0,4,1,0,0,1,1,2,3
477,2,3,3,0,1,1,0,2,1
12756,0,4,2,0,0,1,2,2,3
7476,1,0,3,2,2,0,1,2,3
6177,1,1,0,2,2,0,2,2,1
8696,0,3,0,1,0,0,0,0,0
7161,1,0,1,0,2,1,1,2,3
7495,1,0,3,2,1,0,1,1,3
4187,2,4,2,1,2,1,0,0,0
6764,1,1,2,1,0,1,2,0,0
862,2,3,2,3,1,1,1,1,1
11148,0,1,2,2,2,0,1,2,3
3753,2,4,1,1,2,1,0,2,1
10341,0,2,2,3,2,1,0,2,1
3492,2,4,0,0,1,0,0,2,1
3858,2,4,1,3,2,0,1,2,3
7725,1,0,2,3,0,0,2,2,1
10815,0,1,3,0,0,1,1,2,3
6965,1,0,0,0,1,1,1,0,0
11228,0,1,2,3,1,1,2,0,0
6893,1,1,2,3,2,1,1,0,0
5853,1,2,2,0,2,0,2,2,1
3577,2,4,0,2,0,1,2,1,3
9943,0,2,3,0,0,0,1,1,1
4804,1,3,3,0,1,1,1,1,1
4779,1,3,3,0,2,1,0,2,4
6445,1,1,1,3,2,0,0,1,3
4156,2,4,2,0,1,1,1,1,3
687,2,3,2,0,1,0,2,2,1
11255,0,0,0,0,2,0,2,0,0
10359,0,2,2,3,1,1,0,2,1
923,2,2,0,1,0,0,2,0,0
2954,2,0,1,2,1,0,0,0,0
9666,0,2,0,3,0,0,0,2,1
3167,2,0,3,2,2,1,1,0,0
162,2,3,0,3,0,0,0,2,4
5222,1,2,0,0,1,0,0,0,0
9227,0,3,3,2,1,1,0,0,0
5248,1,2,0,1,0,1,0,1,1
7866,1,4,0,1,1,0,0,2,3
246,2,3,1,0,2,1,2,2,4
12016,0,0,2,2,2,1,0,1,3
552,2,3,3,2,0,1,2,2,1
1886,2,1,0,2,1,1,2,0,0
11760,0,0,3,1,1,0,1,2,3
12130,0,4,0,0,2,1,1,1,3
11606,0,0,1,2,1,1,2,0,0
6195,1,1,0,2,1,0,2,2,1
3410,2,0,2,3,0,0,1,0,0
4992,1,3,2,0,2,0,1,2,1
2540,2,1,2,3,0,0,0,0,0
2173,2,1,3,0,0,1,2,1,1
3108,2,0,3,1,2,1,2,2,1
5088,1,3,2,2,0,1,2,2,1
7243,1,0,1,2,0,0,1,1,3
651,2,3,2,0,0,0,2,2,4
10348,0,2,2,3,2,1,1,1,3
2442,2,1,2,1,0,1,2,2,1
10176,0,2,2,0,2,0,1,2,3
2117,2,1,1,3,0,1,0,0,0
734,2,3,2,1,2,1,2,0,0
9860,0,2,1,2,2,1,2,0,0
2462,2,1,2,1,2,1,2,0,0
718,2,3,2,1,0,1,1,1,1
9510,0,2,0,0,0,0,1,2,1
8205,1,4,1,3,1,1,1,2,3
6750,1,1,2,1,0,0,0,2,1
12688,0,4,3,2,1,1,1,1,3
5481,1,2,1,1,2,1,0,2,4
9478,0,3,2,3,2,1,0,1,3
10156,0,2,2,0,0,0,2,1,1
841,2,3,2,3,2,1,2,1,1
680,2,3,2,0,2,1,2,0,0
6023,1,2,2,3,2,1,0,0,0
2767,2,0,0,3,0,1,2,1,3
8628,1,4,2,3,1,0,1,2,3
7847,1,4,0,1,0,1,1,0,0
9013,0,3,1,2,1,1,2,1,3
6911,1,1,2,3,1,1,1,0,0
11055,0,1,2,0,1,0,2,2,3
11605,0,0,1,2,1,1,2,1,3
1550,2,2,2,0,1,0,0,0,0
8168,1,4,1,3,0,1,2,0,0
9002,0,3,1,2,1,0,0,0,0
1080,2,2,1,0,0,0,0,2,4
9251,0,3,3,3,0,1,1,0,0
8544,1,4,2,2,0,1,2,2,3
450,2,3,3,0,2,0,0,2,4
8091,1,4,1,1,1,1,0,2,3
10229,0,2,2,1,2,0,2,0,0
4383,1,3,0,1,0,1,0,2,4
5400,1,2,1,0,0,0,0,2,4
1397,2,2,3,1,1,1,0,0,0
4835,1,3,3,1,2,1,0,0,0
4935,1,3,3,3,2,0,2,2,1
4035,2,4,3,2,1,0,2,2,3
1127,2,2,1,0,1,1,0,0,0
2060,2,1,1,2,0,0,1,0,0
6088,1,1,0,0,1,0,2,1,1
1096,2,2,1,0,0,1,1,1,1
4433,1,3,0,2,0,0,2,0,0
5920,1,2,2,1,2,1,1,1,1
5976,1,2,2,2,1,0,0,2,1
1266,2,2,1,3,2,0,1,2,1
7308,1,0,1,3,2,0,0,2,3
8464,1,4,2,0,1,0,2,1,3
5573,1,2,1,3,0,1,0,0,0
586,2,3,3,2,1,1,0,1,1
1937,2,1,0,3,1,1,0,0,0
3253,2,0,2,0,0,1,2,1,3
3407,2,0,2,3,0,0,2,0,0
4990,1,3,2,0,2,0,2,1,1
9894,0,2,1,3,0,1,2,2,1
6800,1,1,2,1,1,1,2,0,0
3662,2,4,0,3,1,0,1,0,0
8614,1,4,2,3,2,1,0,1,3
9446,0,3,2,2,1,1,2,0,0
8964,0,3,1,2,0,0,0,2,1
9917,0,2,1,3,2,1,1,0,0
10813,0,1,3,0,0,1,2,1,3
6441,1,1,1,3,0,1,1,2,3
7685,1,0,2,2,0,1,1,0,0
6930,1,0,0,0,2,0,0,2,1
6263,1,1,0,3,1,1,1,0,0
12523,0,4,1,3,1,1,2,1,3
12215,0,4,0,2,0,1,0,0,0
770,2,3,2,2,0,1,2,0,0
8483,1,4,2,1,0,0,2,0,0
10825,0,1,3,0,2,0,1,1,3
5044,1,3,2,1,2,0,2,1,1
1418,2,2,3,2,0,1,2,0,0
12056,0,0,2,3,0,1,2,0,0
8525,1,4,2,1,1,1,0,0,0
8485,1,4,2,1,0,0,1,1,3
2575,2,1,2,3,1,0,0,1,1
10821,0,1,3,0,2,0,2,2,1
10997,0,1,3,3,2,1,1,0,0
4652,1,3,1,2,0,0,1,0,0
3315,2,0,2,1,2,0,2,2,1
9372,0,3,2,1,2,1,2,2,1
5904,1,2,2,1,2,0,0,2,1
8410,1,4,3,3,1,0,2,1,3
46,2,3,0,0,1,1,0,1,1
32,2,3,0,0,2,1,2,0,0
3322,2,0,2,1,2,1,0,1,3
4543,1,3,1,0,0,0,1,1,1
4777,1,3,3,0,2,0,1,1,1
1200,2,2,1,2,0,1,2,2,1
11376,0,0,0,2,1,0,0,2,3
3538,2,4,0,1,2,1,0,1,3
9775,0,2,1,1,0,0,0,1,1
4698,1,3,1,3,0,0,0,2,4
12513,0,4,1,3,1,0,2,2,3
3112,2,0,3,1,2,1,1,1,3
916,2,2,0,0,1,1,1,1,1
714,2,3,2,1,0,1,2,2,1
10066,0,2,3,2,2,0,2,1,3
11095,0,1,2,1,2,0,1,1,3
347,2,3,1,2,2,0,2,0,0
11536,0,0,1,1,2,1,1,1,3
688,2,3,2,0,1,0,2,1,1
5454,1,2,1,1,0,0,0,2,4
11546,0,0,1,1,1,0,1,0,0
10342,0,2,2,3,2,1,0,1,3
10996,0,1,3,3,2,1,1,1,3
11384,0,0,0,2,1,0,1,0,0
4688,1,3,1,2,1,0,1,0,0
1893,2,1,0,3,0,0,2,2,4
6187,1,1,0,2,2,1,2,1,3
10388,0,1,0,0,2,0,0,0,0
5372,1,2,0,3,2,0,1,0,0
9472,0,3,2,3,2,0,2,1,3
4290,2,4,2,3,2,0,1,2,3
10792,0,1,1,3,1,1,0,1,3
5255,1,2,0,1,0,1,1,0,0
12148,0,4,0,0,1,1,1,1,3
10934,0,1,3,2,2,0,1,0,0
11485,0,0,1,0,1,0,0,1,3
4984,1,3,2,0,0,1,1,1,1
9610,0,2,0,1,1,1,1,1,3
11996,0,0,2,2,0,0,1,0,0
4524,1,3,0,3,1,0,1,2,1
10962,0,1,3,3,0,0,0,2,1
3398,2,0,2,2,1,1,2,0,0
4005,2,4,3,2,0,1,0,2,3
6638,1,1,3,2,1,1,2,0,0
12149,0,4,0,0,1,1,1,0,0
1623,2,2,2,2,0,0,2,2,4
3960,2,4,3,1,2,0,0,2,3
8682,0,3,0,0,1,0,1,2,1
4338,1,3,0,0,2,0,0,2,4
2105,2,1,1,2,1,1,1,0,0
4613,1,3,1,1,2,0,2,0,0
5012,1,3,2,0,1,0,1,0,0
6260,1,1,0,3,1,1,2,0,0
2372,2,1,3,3,1,1,2,0,0
8060,1,4,1,1,0,1,2,0,0
93,2,3,0,1,1,0,2,2,1
9745,0,2,1,0,2,0,1,1,1
11062,0,1,2,0,1,1,0,1,3
10993,0,1,3,3,2,1,2,1,3
10876,0,1,3,1,2,0,2,1,3
4574,1,3,1,0,1,0,0,0,0
26,2,3,0,0,2,0,1,0,0
6574,1,1,3,1,1,0,2,1,3
6686,1,1,3,3,1,0,1,0,0
2377,2,1,2,0,0,0,0,1,1
11411,0,0,0,3,0,1,1,0,0
7253,1,0,1,2,0,1,1,0,0
3404,2,0,2,3,0,0,0,0,0
5330,1,2,0,2,1,0,0,0,0
6681,1,1,3,3,1,0,2,2,1
2342,2,1,3,3,2,0,0,0,0
1179,2,2,1,1,1,1,0,2,1
4374,1,3,0,1,0,0,0,2,4
3345,2,0,2,1,1,1,1,2,3
4195,2,4,2,1,1,0,0,1,3
12776,0,4,2,0,2,1,2,0,0
6413,1,1,1,2,1,0,2,0,0
1277,2,2,1,3,2,1,1,0,0
1816,2,1,0,1,2,1,1,1,1
4400,1,3,0,1,2,0,1,0,0
5462,1,2,1,1,0,0,1,0,0
7490,1,0,3,2,1,0,0,0,0
6949,1,0,0,0,1,0,0,1,3
11398,0,0,0,3,0,0,2,1,3
7350,1,0,3,0,0,0,1,2,3
7802,1,4,0,0,2,0,1,0,0
8337,1,4,3,2,2,0,2,2,3
218,2,3,1,0,0,0,0,0,0
11397,0,0,0,3,0,0,2,2,1
6250,1,1,0,3,1,0,2,1,3
1160,2,2,1,1,2,0,1,0,0
9111,0,3,3,0,1,0,2,2,1
4847,1,3,3,1,1,0,2,0,0
7111,1,0,0,3,1,0,0,1,3
12484,0,4,1,3,0,1,0,1,3
4380,1,3,0,1,0,0,1,2,1
9427,0,3,2,2,2,1,2,1,3
11569,0,0,1,2,0,1,2,1,3
12475,0,4,1,3,0,0,0,1,3
3071,2,0,3,0,1,1,0,0,0
6464,1,1,1,3,1,0,0,0,0
1596,2,2,2,1,2,1,2,2,1
3406,2,0,2,3,0,0,2,1,1
4036,2,4,3,2,1,0,2,1,3
9301,0,3,2,0,0,1,2,1,3
4922,1,3,3,3,0,0,1,0,0
5535,1,2,1,2,2,1,0,2,1
1093,2,2,1,0,0,1,2,1,1
5919,1,2,2,1,2,1,1,2,1
6348,1,1,1,1,2,1,2,2,1
11874,0,0,3,3,1,1,2,2,3
9820,0,2,1,1,1,1,0,1,3
7274,1,0,1,2,1,0,0,0,0
6280,1,1,1,0,0,1,1,1,1
6233,1,1,0,3,2,0,2,0,0
2546,2,1,2,3,0,0,1,0,0
3669,2,4,0,3,1,1,1,2,3
1922,2,1,0,3,2,1,2,0,0
11447,0,0,0,3,1,1,1,0,0
7781,1,4,0,0,0,0,2,0,0
4675,1,3,1,2,2,1,2,1,1
55,2,3,0,1,0,0,0,1,1
2523,2,1,2,2,1,0,2,2,1
4155,2,4,2,0,1,1,1,2,3
7046,1,0,0,2,2,0,1,0,0
3099,2,0,3,1,2,0,2,2,1
5061,1,3,2,1,1,0,2,2,1
5181,1,3,2,3,1,1,1,2,1
10249,0,2,2,1,1,0,1,1,3
5370,1,2,0,3,2,0,1,2,1
12737,0,4,3,3,1,1,0,0,0
8064,1,4,1,1,2,0,0,2,1
12195,0,4,0,1,1,1,0,2,3
12369,0,4,1,1,0,0,2,2,1
3933,2,4,3,0,1,1,0,2,3
5894,1,2,2,1,0,0,1,0,0
6162,1,1,0,2,0,0,1,2,1
2310,2,1,3,2,1,0,1,2,1
6912,1,0,0,0,0,0,0,2,1
1016,2,2,0,2,1,0,1,0,0
12055,0,0,2,3,0,1,2,1,3
2742,2,0,0,2,1,0,1,2,3
2235,2,1,3,1,2,0,2,2,1
6286,1,1,1,0,2,0,2,1,1
4979,1,3,2,0,0,1,0,0,0
1378,2,2,3,1,2,1,0,1,1
8646,0,3,0,0,0,0,1,2,1
1172,2,2,1,1,1,0,0,0,0
7909,1,4,0,2,2,0,1,1,3
1201,2,2,1,2,0,1,2,1,1
9103,0,3,3,0,2,1,2,1,1
10255,0,2,2,1,1,1,2,1,3
7742,1,0,2,3,2,0,0,0,0
9143,0,3,3,1,0,1,1,0,0
4849,1,3,3,1,1,0,1,1,1
1862,2,1,0,2,2,0,1,0,0
4511,1,3,0,3,2,1,0,0,0
7373,1,0,3,0,2,1,0,0,0
7394,1,0,3,0,1,1,2,0,0
2008,2,1,1,1,0,1,0,1,1
9697,0,2,0,3,2,1,2,1,3
1686,2,2,2,3,0,1,2,2,1
1285,2,2,1,3,1,0,1,1,1
4587,1,3,1,0,1,1,1,2,1
3211,2,0,3,3,2,0,1,1,3
12546,0,4,3,0,2,0,0,2,1
10853,0,1,3,0,1,1,1,0,0
475,2,3,3,0,1,0,1,1,1
3961,2,4,3,1,2,0,0,1,3
12793,0,4,2,0,1,1,2,1,3
2468,2,1,2,1,1,0,0,0,0
2161,2,1,3,0,0,0,0,1,1
6054,1,1,0,0,0,0,1,2,1
1933,2,1,0,3,1,0,1,1,1
177,2,3,0,3,0,1,1,2,1
11862,0,0,3,3,1,0,0,2,3
6316,1,1,1,0,1,1,1,1,3
10311,0,2,2,2,1,1,1,2,3
4174,2,4,2,1,0,1,1,1,3
6570,1,1,3,1,1,0,0,2,1
11202,0,1,2,3,2,0,1,2,3
3590,2,4,0,2,2,0,1,0,0
12734,0,4,3,3,1,0,1,0,0
51,2,3,0,0,1,1,1,2,1
8421,1,4,3,3,1,1,1,2,3
10560,0,1,0,3,2,1,2,2,3
12076,0,0,2,3,2,1,1,1,3
2443,2,1,2,1,0,1,2,1,1
10622,0,1,1,0,1,0,0,0,0
1411,2,2,3,2,0,0,1,1,1
5340,1,2,0,2,1,1,2,2,1
6500,1,1,3,0,2,0,0,0,0
47,2,3,0,0,1,1,0,0,0
12626,0,4,3,1,1,0,1,0,0
992,2,2,0,2,2,0,0,0,0
10952,0,1,3,2,1,0,1,0,0
4662,1,3,1,2,2,0,0,2,1
9181,0,3,3,2,0,0,0,1,1
186,2,3,0,3,2,0,1,2,1
364,2,3,1,2,1,0,2,1,1
2688,2,0,0,1,1,0,1,2,3
6756,1,1,2,1,0,0,1,2,1
4479,1,3,0,2,1,1,1,2,1
7513,1,0,3,3,0,0,1,1,3
12829,0,4,2,1,2,1,2,1,3
2694,2,0,0,1,1,1,2,2,1
8634,1,4,2,3,1,1,2,2,3
5447,1,2,1,0,1,1,0,0,0
12371,0,4,1,1,0,0,2,0,0
8177,1,4,1,3,2,0,2,0,0
9667,0,2,0,3,0,0,0,1,1
2777,2,0,0,3,2,0,2,0,0
2500,2,1,2,2,0,1,1,1,1
9573,0,2,0,1,0,1,1,2,1
9081,0,3,3,0,0,1,0,2,1
10604,0,1,1,0,2,0,0,0,0
2849,2,0,1,0,1,0,2,0,0
12654,0,4,3,2,2,0,0,2,3
1658,2,2,2,2,1,0,0,0,0
8038,1,4,1,0,1,1,0,1,3
1900,2,1,0,3,0,1,0,1,1
9564,0,2,0,1,0,0,1,2,1
2335,2,1,3,3,0,1,2,1,1
8487,1,4,2,1,0,1,0,2,3
4598,1,3,1,1,0,0,1,0,0
300,2,3,1,1,2,1,2,2,4
6699,1,1,2,0,0,0,2,2,1
3475,2,4,0,0,2,0,0,1,3
9981,0,2,3,0,1,1,0,2,1
8252,1,4,3,0,1,0,1,0,0
7151,1,0,1,0,2,0,2,0,0
7110,1,0,0,3,1,0,0,2,3
5619,1,2,3,0,0,0,2,2,4
8291,1,4,3,1,2,1,0,0,0
12248,0,4,0,2,1,0,1,0,0
4919,1,3,3,3,0,0,2,0,0
4540,1,3,1,0,0,0,2,1,1
6564,1,1,3,1,2,1,2,2,1
10501,0,1,0,2,2,0,1,1,3
3987,2,4,3,1,1,1,0,2,3
8293,1,4,3,1,2,1,2,1,3
2525,2,1,2,2,1,0,2,0,0
7108,1,0,0,3,2,1,1,1,3
3089,2,0,3,1,0,1,0,0,0
10114,0,2,3,3,0,1,1,1,3
9329,0,3,2,0,1,0,2,0,0
2277,2,1,3,2,0,1,0,2,1
1138,2,2,1,1,0,0,2,1,1
9669,0,2,0,3,0,0,2,2,1
198,2,3,0,3,1,0,0,2,1
5910,1,2,2,1,2,0,1,2,1
331,2,3,1,2,0,0,1,1,1
3007,2,0,1,3,1,0,0,1,3
561,2,3,3,2,2,0,2,2,1
7587,1,0,2,0,2,1,0,2,3
3059,2,0,3,0,2,1,1,0,0
10660,0,1,1,1,2,0,2,1,3
181,2,3,0,3,2,0,0,1,1
3236,2,0,3,3,1,1,2,0,0
2930,2,0,1,2,0,1,2,0,0
12425,0,4,1,2,0,0,2,0,0
8398,1,4,3,3,2,1,0,1,3
3586,2,4,0,2,2,0,2,1,3
6991,1,0,0,1,2,0,1,1,3
5816,1,2,3,3,1,0,0,0,0
1398,2,2,3,1,1,1,2,2,1
7395,1,0,3,0,1,1,1,2,3
1155,2,2,1,1,2,0,2,2,4
12152,0,4,0,1,0,0,0,0,0
1696,2,2,2,3,2,0,2,1,1
2534,2,1,2,2,1,1,2,0,0
12197,0,4,0,1,1,1,0,0,0
8068,1,4,1,1,2,0,2,1,3
11173,0,1,2,2,1,1,2,1,3
8465,1,4,2,0,1,0,2,0,0
4545,1,3,1,0,0,1,0,2,4
2507,2,1,2,2,2,0,2,0,0
3400,2,0,2,2,1,1,1,1,3
6822,1,1,2,2,2,0,0,2,1
5636,1,2,3,0,2,0,0,0,0
10880,0,1,3,1,2,0,1,0,0
2177,2,1,3,0,0,1,1,0,0
7715,1,0,2,2,1,1,0,0,0
11405,0,0,0,3,0,1,0,0,0
11415,0,0,0,3,2,0,2,2,3
9874,0,2,1,2,1,1,0,1,3
11609,0,0,1,2,1,1,1,0,0
11668,0,0,3,0,0,0,2,1,3
10178,0,2,2,0,2,0,1,0,0
2376,2,1,2,0,0,0,0,2,4
3402,2,0,2,3,0,0,0,2,1
12334,0,4,1,0,2,0,2,1,3
7471,1,0,3,2,2,0,0,1,3
6818,1,1,2,2,0,1,2,0,0
4443,1,3,0,2,0,1,1,2,1
9991,0,2,3,1,0,0,0,1,1
6812,1,1,2,2,0,0,1,0,0
4354,1,3,0,0,2,1,1,1,1
10886,0,1,3,1,2,1,2,0,0
410,2,3,1,3,2,1,2,0,0
9715,0,2,0,3,1,1,2,1,3
2875,2,0,1,1,0,1,2,1,1
11664,0,0,3,0,0,0,0,2,1
2504,2,1,2,2,2,0,0,0,0
11933,0,0,2,0,1,1,1,0,0
8290,1,4,3,1,2,1,0,1,3
9255,0,3,3,3,2,0,2,2,1
10978,0,1,3,3,0,1,1,1,3
4359,1,3,0,0,1,0,2,2,4
11050,0,1,2,0,2,1,1,1,3
9994,0,2,3,1,0,0,2,1,1
6175,1,1,0,2,2,0,0,1,3
11922,0,0,2,0,1,0,1,2,3
7734,1,0,2,3,0,1,2,2,3
11127,0,1,2,2,0,0,2,2,1
10964,0,1,3,3,0,0,0,0,0
5989,1,2,2,2,1,1,2,1,1
5202,1,2,0,0,2,0,0,2,4
11232,0,0,0,0,0,0,0,2,1
6720,1,1,2,0,2,0,1,2,3
6742,1,1,2,0,1,1,0,1,3
6496,1,1,3,0,0,1,1,1,1
9180,0,3,3,2,0,0,0,2,1
10349,0,2,2,3,2,1,1,0,0
7428,1,0,3,1,2,1,2,2,3
10942,0,1,3,2,2,1,1,1,3
12453,0,4,1,2,2,1,1,2,3
6658,1,1,3,3,0,1,1,1,3
517,2,3,3,1,2,1,2,1,1
11906,0,0,2,0,2,0,1,0,0
11808,0,0,3,2,1,0,0,2,3
12581,0,4,3,0,1,1,1,0,0
11280,0,0,0,0,1,1,2,2,1
229,2,3,1,0,0,1,2,1,1
3904,2,4,3,0,0,1,1,1,3
7580,1,0,2,0,2,0,0,0,0
7854,1,4,0,1,2,0,1,2,3
10783,0,1,1,3,1,0,0,1,3
7413,1,0,3,1,0,1,1,2,3
11355,0,0,0,2,0,1,1,2,3
12952,0,4,2,3,1,1,0,1,3
1022,2,2,0,2,1,1,2,0,0
8811,0,3,0,3,0,1,0,2,1
10803,0,1,3,0,0,0,2,2,1
11352,0,0,0,2,0,1,2,2,3
6870,1,1,2,3,0,1,2,2,1
4496,1,3,0,3,0,1,2,0,0
2910,2,0,1,1,1,1,2,2,1
3387,2,0,2,2,1,0,2,2,1
11534,0,0,1,1,2,1,2,0,0
11824,0,0,3,2,1,1,1,1,3
10860,0,1,3,1,0,0,1,2,3
8126,1,4,1,2,2,0,1,0,0
6084,1,1,0,0,1,0,0,2,1
2445,2,1,2,1,0,1,1,2,1
4839,1,3,3,1,2,1,1,2,1
10443,0,1,0,1,2,0,2,2,1
11814,0,0,3,2,1,0,1,2,3
6066,1,1,0,0,2,0,0,2,1
5327,1,2,0,2,2,1,1,0,0
407,2,3,1,3,2,1,0,0,0
5437,1,2,1,0,1,0,0,1,1
389,2,3,1,3,0,1,0,0,0
4186,2,4,2,1,2,1,0,1,3
9232,0,3,3,2,1,1,1,1,3
6493,1,1,3,0,0,1,2,1,1
1723,2,2,2,3,1,1,2,1,1
2571,2,1,2,3,2,1,1,2,1
1250,2,2,1,3,0,0,1,0,0
12057,0,0,2,3,0,1,1,2,3
8009,1,4,1,0,0,1,1,0,0
12460,0,4,1,2,1,0,2,1,3
8394,1,4,3,3,2,0,1,2,3
7645,1,0,2,1,2,1,2,1,3
2946,2,0,1,2,2,1,2,2,1
12598,0,4,3,1,0,1,1,1,3
11502,0,0,1,1,0,0,0,2,1
8695,0,3,0,1,0,0,0,1,1
6541,1,1,3,1,0,0,1,1,1
10278,0,2,2,2,2,0,0,2,1
1242,2,2,1,3,0,0,0,2,4
4515,1,3,0,3,2,1,1,2,1
89,2,3,0,1,2,1,1,0,0
8850,0,3,0,3,1,1,2,2,1
3355,2,0,2,2,0,0,1,1,1
4064,2,4,3,3,0,1,2,0,0
5313,1,2,0,2,2,0,2,2,1
9261,0,3,3,3,2,1,0,2,1
11627,0,0,1,3,0,1,1,0,0
8486,1,4,2,1,0,0,1,0,0
1911,2,1,0,3,2,0,2,2,1
10044,0,2,3,2,0,0,0,2,1
9032,0,3,1,3,0,1,2,0,0
7155,1,0,1,0,2,1,0,2,1
8254,1,4,3,0,1,1,0,1,3
10308,0,2,2,2,1,1,2,2,1
4766,1,3,3,0,0,1,2,0,0
11942,0,0,2,1,0,0,1,0,0
10012,0,2,3,1,2,0,2,1,3
2519,2,1,2,2,2,1,1,0,0
918,2,2,0,1,0,0,0,2,4
8440,1,4,2,0,0,1,1,1,3
1456,2,2,3,2,1,1,1,1,1
988,2,2,0,2,0,1,1,1,1
10316,0,2,2,3,0,0,0,0,0
7647,1,0,2,1,2,1,1,2,3
11769,0,0,3,1,1,1,1,2,3
3997,2,4,3,2,0,0,0,1,3
6539,1,1,3,1,0,0,2,0,0
