,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,education,marital_status,occupation,relationship,race,sex,native_country,target
38702,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,14.0,3.0,4.0,1.0,39.0,0
11176,0.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,1
28129,1.0,0.0,3.0,0.0,0.0,1.0,2.0,9.0,2.0,10.0,0.0,4.0,1.0,39.0,0
43020,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,1.0,3.0,4.0,0.0,39.0,0
25421,2.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,4.0,3.0,1.0,1.0,1.0,39.0,0
23214,2.0,0.0,2.0,0.0,0.0,2.0,6.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,0
44670,1.0,0.0,2.0,0.0,0.0,1.0,2.0,15.0,2.0,11.0,0.0,4.0,1.0,39.0,1
34735,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,6.0,3.0,4.0,1.0,39.0,0
29331,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,3.0,4.0,4.0,1.0,39.0,0
47203,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,12.0,1.0,4.0,0.0,39.0,0
23590,3.0,0.0,4.0,0.0,0.0,1.0,5.0,10.0,2.0,4.0,0.0,1.0,1.0,36.0,1
38986,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,1.0,2.0,1.0,0.0,39.0,0
27633,1.0,0.0,3.0,0.0,0.0,2.0,2.0,7.0,2.0,11.0,0.0,4.0,1.0,9.0,1
39012,1.0,0.0,2.0,0.0,0.0,2.0,6.0,15.0,4.0,8.0,1.0,4.0,1.0,39.0,0
5648,1.0,0.0,4.0,0.0,0.0,2.0,7.0,12.0,0.0,11.0,1.0,4.0,1.0,39.0,0
31502,1.0,0.0,3.0,0.0,0.0,4.0,6.0,8.0,2.0,14.0,0.0,4.0,1.0,39.0,1
37975,3.0,0.0,2.0,0.0,0.0,0.0,4.0,11.0,6.0,12.0,1.0,4.0,0.0,39.0,0
36021,1.0,0.0,2.0,0.0,0.0,4.0,6.0,15.0,4.0,8.0,1.0,2.0,1.0,39.0,0
42476,0.0,0.0,4.0,0.0,2.0,2.0,4.0,12.0,2.0,10.0,5.0,4.0,0.0,39.0,1
25595,2.0,0.0,3.0,0.0,0.0,3.0,5.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,1
35316,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,13.0,4.0,4.0,0.0,39.0,0
15189,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,4.0,3.0,2.0,1.0,39.0,0
40882,1.0,0.0,4.0,0.0,0.0,1.0,6.0,10.0,2.0,10.0,0.0,4.0,1.0,39.0,1
3064,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,3.0,10.0,1.0,1.0,1.0,24.0,1
44047,0.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,4.0,6.0,1.0,4.0,1.0,39.0,0
34216,0.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,4.0,0.0,4.0,1.0,39.0,1
18654,1.0,0.0,4.0,4.0,0.0,2.0,4.0,10.0,2.0,10.0,0.0,4.0,1.0,39.0,1
9184,1.0,0.0,3.0,4.0,0.0,2.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,39.0,1
3159,2.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,2.0,4.0,0.0,4.0,1.0,11.0,1
15521,2.0,1.0,3.0,0.0,0.0,1.0,6.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,0
34199,0.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,5.0,3.0,1.0,4.0,1.0,39.0,0
25982,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,39.0,1
8419,2.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,39.0,0
21310,0.0,0.0,3.0,0.0,0.0,2.0,4.0,8.0,4.0,8.0,1.0,4.0,0.0,39.0,0
9269,1.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,13.0,0.0,4.0,1.0,39.0,1
12874,0.0,1.0,4.0,0.0,0.0,3.0,4.0,12.0,2.0,4.0,0.0,4.0,1.0,39.0,1
35806,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,10.0,1.0,4.0,1.0,39.0,0
47601,1.0,0.0,3.0,0.0,0.0,1.0,6.0,8.0,2.0,3.0,0.0,4.0,1.0,39.0,0
1787,1.0,0.0,4.0,0.0,0.0,1.0,4.0,12.0,2.0,4.0,0.0,1.0,1.0,39.0,1
4905,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,4.0,5.0,4.0,0.0,32.0,1
32924,0.0,1.0,2.0,0.0,0.0,1.0,2.0,15.0,2.0,4.0,3.0,4.0,0.0,39.0,0
11638,2.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,1.0,0.0,4.0,1.0,39.0,1
5179,2.0,1.0,4.0,0.0,0.0,2.0,2.0,12.0,2.0,10.0,5.0,4.0,0.0,39.0,1
26850,1.0,1.0,2.0,0.0,0.0,3.0,5.0,11.0,0.0,3.0,1.0,4.0,1.0,32.0,0
39760,1.0,0.0,2.0,0.0,0.0,1.0,2.0,15.0,0.0,1.0,4.0,4.0,0.0,39.0,0
47542,1.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,5.0,12.0,1.0,4.0,1.0,39.0,0
27905,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,0.0,1.0,4.0,4.0,1.0,2.0,0
43183,0.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,12.0,5.0,4.0,0.0,39.0,0
8312,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,8.0,3.0,2.0,0.0,39.0,0
44250,1.0,0.0,2.0,0.0,0.0,3.0,6.0,2.0,2.0,3.0,0.0,4.0,1.0,39.0,1
26214,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,7.0,1.0,4.0,0.0,7.0,0
18835,1.0,0.0,3.0,0.0,0.0,3.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
46252,0.0,0.0,3.0,0.0,0.0,1.0,4.0,7.0,2.0,10.0,5.0,4.0,0.0,39.0,1
14004,2.0,0.0,4.0,0.0,0.0,1.0,7.0,12.0,2.0,4.0,5.0,4.0,0.0,39.0,1
26257,1.0,0.0,3.0,0.0,2.0,2.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,1
6893,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,4.0,8.0,1.0,4.0,1.0,39.0,0
47001,0.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,4.0,12.0,1.0,4.0,1.0,39.0,0
13161,3.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,1.0,39.0,0
21876,1.0,0.0,3.0,0.0,0.0,1.0,2.0,9.0,2.0,12.0,0.0,1.0,1.0,30.0,1
38521,2.0,0.0,1.0,0.0,2.0,1.0,4.0,6.0,2.0,7.0,0.0,4.0,1.0,39.0,0
22513,2.0,0.0,2.0,0.0,0.0,3.0,4.0,15.0,2.0,3.0,0.0,4.0,1.0,39.0,1
31850,2.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,5.0,4.0,1.0,4.0,0.0,39.0,0
27102,2.0,1.0,2.0,0.0,0.0,2.0,6.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,0
29680,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,8.0,1.0,4.0,0.0,0.0,0
46214,0.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,2.0,13.0,0.0,4.0,1.0,39.0,0
41154,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,1.0,4.0,4.0,0.0,39.0,0
6862,2.0,0.0,3.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,4.0,1.0,39.0,1
20649,0.0,0.0,3.0,0.0,0.0,3.0,4.0,8.0,2.0,4.0,0.0,4.0,1.0,39.0,1
20273,1.0,1.0,2.0,0.0,0.0,1.0,6.0,15.0,2.0,3.0,0.0,4.0,1.0,39.0,1
11313,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,12.0,3.0,4.0,0.0,39.0,0
17069,2.0,0.0,3.0,0.0,0.0,1.0,1.0,9.0,4.0,10.0,1.0,4.0,0.0,39.0,0
15714,1.0,0.0,3.0,0.0,0.0,1.0,4.0,7.0,2.0,8.0,0.0,4.0,1.0,8.0,0
14845,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,12.0,3.0,4.0,0.0,39.0,0
10207,1.0,0.0,3.0,0.0,0.0,1.0,6.0,9.0,0.0,10.0,1.0,4.0,1.0,39.0,0
9223,2.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,4.0,13.0,2.0,4.0,1.0,39.0,0
6085,2.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,2.0,14.0,0.0,2.0,1.0,39.0,0
21124,2.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,10.0,0.0,2.0,1.0,14.0,1
9356,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,6.0,3.0,4.0,0.0,39.0,0
42543,3.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,4.0,10.0,1.0,4.0,1.0,0.0,0
1212,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,0.0,3.0,4.0,4.0,0.0,39.0,0
16680,0.0,0.0,2.0,0.0,0.0,2.0,7.0,15.0,4.0,4.0,3.0,4.0,1.0,39.0,0
31197,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,0.0,4.0,1.0,39.0,0
33352,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,39.0,0
38676,1.0,0.0,4.0,0.0,0.0,3.0,6.0,14.0,2.0,10.0,0.0,4.0,1.0,39.0,0
29993,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,6.0,0.0,4.0,1.0,39.0,0
22462,3.0,0.0,3.0,1.0,0.0,2.0,5.0,8.0,6.0,12.0,1.0,4.0,0.0,39.0,1
47809,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,3.0,2.0,1.0,39.0,0
10641,1.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,3.0,4.0,4.0,1.0,39.0,0
12159,3.0,0.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,0
33320,1.0,0.0,3.0,0.0,2.0,2.0,4.0,9.0,4.0,4.0,1.0,4.0,1.0,39.0,0
9426,2.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,7.0,3.0,4.0,1.0,39.0,0
13774,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,7.0,1.0,4.0,1.0,39.0,0
36512,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,1.0,5.0,4.0,0.0,39.0,1
41244,1.0,1.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,1.0,4.0,1.0,39.0,1
12975,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,0.0,4.0,1.0,39.0,0
2109,3.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,12.0,0.0,4.0,1.0,39.0,1
40145,0.0,0.0,2.0,0.0,0.0,1.0,5.0,11.0,0.0,12.0,3.0,4.0,1.0,39.0,0
45885,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,7.0,0.0,4.0,1.0,39.0,1
24379,2.0,0.0,4.0,0.0,0.0,3.0,0.0,12.0,2.0,0.0,0.0,4.0,1.0,39.0,1
23202,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,5.0,3.0,4.0,2.0,1.0,39.0,0
3,2.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,6.0,0.0,2.0,1.0,39.0,0
40076,1.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,4.0,3.0,3.0,4.0,1.0,39.0,0
11169,2.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,0.0,10.0,4.0,4.0,0.0,39.0,0
48517,1.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
32184,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,7.0,4.0,4.0,1.0,39.0,0
32561,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,4.0,7.0,3.0,2.0,1.0,39.0,0
13629,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,1.0,5.0,4.0,0.0,6.0,0
41975,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,3.0,1.0,1.0,1.0,0.0,0
45661,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,14.0,0.0,4.0,1.0,39.0,0
40342,0.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,4.0,6.0,4.0,4.0,1.0,39.0,0
40962,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,8.0,1.0,4.0,0.0,39.0,0
29126,0.0,0.0,2.0,0.0,0.0,0.0,7.0,15.0,4.0,4.0,3.0,4.0,0.0,39.0,0
40791,1.0,0.0,2.0,0.0,0.0,2.0,6.0,15.0,2.0,12.0,0.0,4.0,1.0,39.0,1
23932,3.0,0.0,2.0,0.0,0.0,3.0,4.0,15.0,2.0,1.0,0.0,4.0,1.0,39.0,1
43798,1.0,0.0,3.0,0.0,0.0,2.0,7.0,9.0,2.0,1.0,0.0,4.0,1.0,39.0,0
15151,0.0,0.0,3.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,4.0,1.0,8.0,0
28794,0.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,8.0,1.0,4.0,1.0,39.0,0
2501,0.0,0.0,3.0,0.0,2.0,3.0,6.0,9.0,3.0,4.0,1.0,4.0,1.0,39.0,0
11741,1.0,0.0,3.0,0.0,2.0,1.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,1
11291,0.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,4.0,13.0,3.0,4.0,0.0,39.0,0
1750,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,7.0,1.0,4.0,0.0,39.0,0
6938,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,12.0,1.0,4.0,0.0,39.0,0
32848,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,11.0,0.0,4.0,1.0,39.0,1
32267,0.0,0.0,4.0,0.0,2.0,2.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,39.0,1
34928,1.0,0.0,3.0,0.0,0.0,0.0,6.0,8.0,4.0,12.0,4.0,4.0,0.0,39.0,0
34772,1.0,0.0,2.0,0.0,0.0,1.0,1.0,15.0,4.0,4.0,1.0,2.0,0.0,39.0,0
11568,1.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,1.0,0.0,4.0,1.0,39.0,0
11442,1.0,0.0,3.0,0.0,1.0,1.0,4.0,7.0,0.0,1.0,1.0,4.0,0.0,39.0,0
34013,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,14.0,0.0,4.0,1.0,39.0,0
37162,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,8.0,1.0,4.0,1.0,26.0,0
36149,1.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,1.0,4.0,4.0,0.0,39.0,0
20790,0.0,0.0,3.0,0.0,0.0,1.0,7.0,9.0,4.0,7.0,1.0,4.0,1.0,39.0,0
37316,1.0,1.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,12.0,0.0,4.0,1.0,39.0,0
28806,1.0,1.0,2.0,0.0,0.0,1.0,6.0,15.0,2.0,4.0,0.0,4.0,1.0,39.0,0
23574,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,12.0,4.0,4.0,0.0,39.0,0
26284,1.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,1.0,5.0,4.0,0.0,39.0,1
19769,2.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,8.0,4.0,4.0,0.0,39.0,0
48351,2.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,8.0,1.0,4.0,1.0,39.0,0
37327,1.0,0.0,3.0,0.0,0.0,2.0,4.0,8.0,2.0,13.0,0.0,4.0,1.0,39.0,1
29886,1.0,1.0,3.0,0.0,0.0,1.0,6.0,8.0,2.0,3.0,0.0,4.0,1.0,39.0,0
38841,1.0,0.0,2.0,0.0,0.0,1.0,2.0,11.0,0.0,8.0,1.0,0.0,1.0,39.0,0
474,3.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,8.0,1.0,4.0,0.0,39.0,0
8986,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,12.0,0.0,2.0,1.0,39.0,0
13580,1.0,0.0,2.0,0.0,0.0,4.0,6.0,11.0,2.0,4.0,0.0,4.0,1.0,39.0,0
13344,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,4.0,12.0,1.0,4.0,0.0,39.0,0
26625,3.0,0.0,2.0,0.0,0.0,3.0,6.0,11.0,6.0,5.0,1.0,4.0,1.0,39.0,0
30442,0.0,0.0,2.0,0.0,0.0,0.0,4.0,11.0,4.0,6.0,2.0,4.0,1.0,39.0,0
29122,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,4.0,0.0,4.0,1.0,39.0,0
24290,3.0,0.0,2.0,0.0,0.0,0.0,1.0,15.0,6.0,13.0,1.0,4.0,0.0,39.0,0
18887,1.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,1.0,0.0,2.0,1.0,23.0,1
20326,0.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,7.0,2.0,4.0,1.0,39.0,0
39325,2.0,1.0,1.0,0.0,0.0,1.0,4.0,6.0,0.0,1.0,4.0,4.0,0.0,39.0,0
8976,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,2.0,1.0,39.0,0
19707,3.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,2.0,3.0,0.0,4.0,1.0,39.0,1
38373,1.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,0
6720,2.0,0.0,2.0,0.0,0.0,2.0,6.0,15.0,2.0,10.0,0.0,4.0,1.0,39.0,0
13444,1.0,1.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,14.0,0.0,2.0,1.0,39.0,1
19502,1.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,2.0,13.0,5.0,4.0,0.0,39.0,1
8132,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,14.0,0.0,4.0,1.0,39.0,0
9655,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,3.0,4.0,1.0,39.0,0
25433,0.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,4.0,4.0,1.0,4.0,1.0,39.0,0
45148,0.0,0.0,3.0,0.0,0.0,3.0,7.0,9.0,2.0,10.0,0.0,4.0,1.0,39.0,0
27855,1.0,1.0,4.0,0.0,0.0,1.0,1.0,14.0,5.0,10.0,4.0,4.0,0.0,11.0,1
1892,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,8.0,2.0,4.0,1.0,39.0,0
22798,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0,1.0,4.0,0.0,39.0,0
47187,3.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,4.0,5.0,4.0,0.0,39.0,1
23342,0.0,1.0,2.0,0.0,0.0,1.0,0.0,15.0,4.0,0.0,3.0,2.0,0.0,39.0,0
17355,0.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,4.0,3.0,1.0,4.0,1.0,39.0,0
48719,1.0,0.0,2.0,0.0,2.0,2.0,4.0,15.0,2.0,4.0,0.0,4.0,1.0,39.0,1
36022,2.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,39.0,0
13589,0.0,0.0,2.0,0.0,0.0,2.0,6.0,15.0,4.0,4.0,3.0,1.0,1.0,35.0,0
15566,0.0,0.0,2.0,0.0,0.0,3.0,1.0,15.0,2.0,11.0,0.0,4.0,1.0,39.0,0
30154,1.0,0.0,2.0,0.0,0.0,2.0,4.0,15.0,2.0,13.0,0.0,4.0,1.0,39.0,0
31229,0.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,13.0,1.0,2.0,1.0,39.0,1
43457,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,6.0,0.0,4.0,1.0,39.0,0
6773,2.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,4.0,2.0,0.0,39.0,0
26075,0.0,0.0,2.0,0.0,0.0,2.0,6.0,11.0,4.0,5.0,1.0,4.0,1.0,39.0,0
47473,2.0,0.0,3.0,0.0,0.0,1.0,5.0,8.0,0.0,4.0,4.0,4.0,1.0,39.0,0
12998,2.0,0.0,4.0,0.0,0.0,2.0,6.0,14.0,2.0,10.0,0.0,4.0,1.0,39.0,1
31303,1.0,1.0,2.0,0.0,0.0,2.0,4.0,11.0,0.0,5.0,1.0,4.0,1.0,39.0,0
587,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,4.0,8.0,3.0,4.0,1.0,39.0,0
20875,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,5.0,4.0,4.0,2.0,0.0,39.0,0
40520,2.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,10.0,0.0,4.0,1.0,39.0,0
12776,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,1.0,4.0,0.0,39.0,0
15410,0.0,1.0,2.0,0.0,0.0,1.0,4.0,15.0,2.0,7.0,0.0,4.0,1.0,26.0,0
22936,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,12.0,0.0,4.0,1.0,39.0,0
26344,0.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,4.0,12.0,3.0,4.0,1.0,39.0,0
1094,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,1.0,3.0,4.0,1.0,39.0,0
45826,0.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,4.0,1.0,39.0,0
2662,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,5.0,7.0,4.0,4.0,0.0,39.0,0
23498,2.0,0.0,4.0,0.0,0.0,2.0,7.0,12.0,2.0,4.0,0.0,4.0,1.0,39.0,1
27797,3.0,0.0,2.0,0.0,0.0,0.0,6.0,11.0,6.0,1.0,4.0,4.0,0.0,39.0,0
3331,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,13.0,2.0,4.0,1.0,39.0,0
39766,2.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,2.0,14.0,2.0,4.0,0.0,0.0,0
27059,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,14.0,0.0,4.0,1.0,33.0,0
27912,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,1.0,3.0,4.0,0.0,39.0,0
29211,2.0,0.0,3.0,0.0,0.0,1.0,2.0,9.0,0.0,1.0,4.0,4.0,0.0,6.0,0
13771,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,1.0,3.0,4.0,1.0,39.0,0
41227,1.0,0.0,4.0,0.0,0.0,2.0,4.0,12.0,2.0,10.0,0.0,4.0,1.0,39.0,1
40374,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,2.0,3.0,0.0,4.0,1.0,39.0,0
10893,0.0,1.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,10.0,1.0,4.0,0.0,39.0,0
31688,1.0,1.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,4.0,0.0,4.0,1.0,39.0,1
40352,2.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,3.0,12.0,1.0,4.0,0.0,11.0,0
31526,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,6.0,3.0,4.0,1.0,39.0,0
5471,2.0,0.0,2.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,1.0,4.0,1.0,31.0,0
43528,0.0,1.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,10.0,0.0,4.0,1.0,39.0,0
26431,3.0,0.0,4.0,0.0,0.0,1.0,4.0,10.0,0.0,10.0,1.0,4.0,0.0,5.0,0
42610,2.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,2.0,4.0,5.0,4.0,0.0,39.0,1
37366,1.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,1.0,0.0,4.0,1.0,39.0,1
31362,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,12.0,3.0,4.0,1.0,39.0,0
2413,2.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,5.0,1.0,4.0,1.0,39.0,0
30627,3.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,6.0,0.0,4.0,1.0,39.0,0
7967,0.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,4.0,3.0,1.0,4.0,1.0,39.0,0
30269,0.0,0.0,2.0,0.0,0.0,2.0,4.0,11.0,2.0,6.0,0.0,4.0,1.0,39.0,0
48410,1.0,1.0,2.0,0.0,0.0,2.0,4.0,11.0,0.0,4.0,1.0,4.0,1.0,39.0,0
4342,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,12.0,3.0,4.0,0.0,39.0,0
22530,0.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,1.0,3.0,4.0,1.0,39.0,0
23838,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,3.0,4.0,4.0,1.0,39.0,0
1809,2.0,0.0,2.0,0.0,0.0,1.0,5.0,11.0,0.0,4.0,4.0,4.0,1.0,39.0,0
36304,1.0,0.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,8.0,4.0,4.0,0.0,39.0,0
5536,2.0,0.0,2.0,0.0,0.0,1.0,2.0,15.0,2.0,14.0,0.0,2.0,1.0,39.0,0
7050,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,4.0,2.0,0.0,39.0,0
36813,0.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,4.0,6.0,3.0,2.0,1.0,39.0,0
12843,2.0,0.0,3.0,0.0,0.0,1.0,4.0,9.0,2.0,4.0,5.0,4.0,0.0,39.0,0
45298,0.0,0.0,2.0,0.0,0.0,1.0,4.0,15.0,4.0,4.0,3.0,4.0,0.0,39.0,0
23726,2.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,2.0,3.0,0.0,4.0,1.0,39.0,1
40566,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,4.0,1.0,3.0,4.0,0.0,39.0,0
29380,0.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,4.0,3.0,3.0,4.0,1.0,39.0,0
