,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,target
5651,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
18418,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,2.0,1
4364,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
12362,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1
14819,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1
9648,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,0
13221,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1
18146,2.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1
13734,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1
1974,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
16448,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1
9159,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
2118,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
3268,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
17089,3.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,1
14158,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1
10892,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0
15115,3.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,1
5808,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0
2737,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
3563,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,0
3690,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0
17070,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1
2241,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0
3109,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,0
5327,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0
16851,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,1
17612,3.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,4.0,3.0,1
4766,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
10178,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
1860,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0
6104,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,0
13308,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1
2342,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
10612,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0
5844,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
7165,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4526,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
6444,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
12161,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0
840,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
6700,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
4275,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
3790,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
13807,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1
15189,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,1
11788,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
15234,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1
11800,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,0
2899,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
10199,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0
1958,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0
13816,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,1
4720,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
9210,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0
4062,1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0
9889,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
6223,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15036,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1
10296,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
11794,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,0
5982,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
8263,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
5921,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
5223,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
1533,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
11538,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,0
15699,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,1
14610,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1
15708,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1
2992,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
13173,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,1
6277,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4989,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
3602,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
10839,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0
11775,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0
15199,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1
6347,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,0
17335,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,1
9515,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,0
9132,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
5602,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
8066,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
8637,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0
6757,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,0
13339,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1
4270,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0
18731,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,1
12328,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
13596,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1
1654,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,0
3887,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0
5431,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0
17676,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1
4355,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0
7046,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,0
1964,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
18642,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,1
2095,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
11025,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0
14250,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1
3106,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
3334,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
6985,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,0
14839,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1
14410,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,1
13042,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1
17004,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1
6398,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
9552,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,0
13721,2.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,1
6120,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
18007,3.0,2.0,2.0,0.0,0.0,4.0,1.0,4.0,2.0,0.0,1
10090,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0
16996,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1
5394,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
15483,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1
9858,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0
5705,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0
16498,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1
11610,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0
10115,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0
17845,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,1
8629,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
10220,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
3358,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0
10905,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
4257,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
627,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
13780,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1
18081,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1
16218,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1
178,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,0
9601,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
18880,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1
307,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0
3134,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
8557,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
11145,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
12289,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11796,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
4337,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0
14091,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1
9880,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
14247,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1
13548,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1
15611,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1
14808,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,1
7728,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
16391,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,1
1421,0.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
13648,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,1
16847,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1
3718,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0
3831,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
7498,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
16276,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,1
4216,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
18791,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1
12116,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
8862,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
11686,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
13703,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1
7624,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4954,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0
3309,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,0
14718,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,1
10207,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
8703,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
11164,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
17107,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,1
16341,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1
17702,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1
4189,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
9495,2.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,0
6821,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
9394,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
991,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,0
8018,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
2246,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0
17554,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,1
18334,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,1
10080,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
9800,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
346,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0
15434,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,1
15375,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,1
11237,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11315,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
14524,3.0,1.0,3.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,1
7841,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
15989,4.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,4.0,1.0,1
13625,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1
15975,2.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,4.0,1
6733,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0
4762,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0
17629,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1
13773,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1
16815,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1
15109,1.0,1.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,1
17991,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,1
12059,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
2335,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
3711,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0
12528,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,1
15436,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1
16500,1.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,1
11364,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,0
7333,1.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,0
12821,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1
9162,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,0
12784,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,1
2088,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0
17835,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1
4515,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
906,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0
1597,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
12983,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,1
12247,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0
10064,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
3580,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
12942,0.0,0.0,0.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1
16738,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1
16188,1.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1
17354,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1
18015,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,1
10424,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0
6536,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
18142,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1
13375,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1
11198,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
8447,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
428,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
8486,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0
18585,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
5001,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
1024,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
7524,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
6377,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
10858,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,0
2962,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0
16747,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1
4982,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,0
12510,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1
2133,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
647,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
10809,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
15393,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1
10876,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
10499,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
15673,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
8929,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
10062,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,0
18543,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1
16431,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
3131,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
12881,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1
14515,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1
6702,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
7964,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0
14245,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1
6877,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
7173,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,0
14626,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,1
10944,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0
18316,2.0,1.0,2.0,0.0,0.0,3.0,4.0,3.0,0.0,2.0,1
5211,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
14169,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1
13757,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1
1978,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
17284,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1
7614,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
2035,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
4672,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
7347,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
12618,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1
492,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
8963,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
17964,2.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,1
7737,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0
1073,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
3289,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
6085,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0
7684,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
214,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
3903,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
909,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
6096,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
8974,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0
7021,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
8604,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
6594,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0
11227,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
1527,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
7974,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
4233,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
2042,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
11508,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
13641,2.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1
6118,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,0
16495,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1
6840,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
8003,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
5374,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16015,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1
12493,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,1
4974,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,0
2900,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
13849,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1
