,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,target
2100,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
1319,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
2247,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
3273,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
3015,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
2531,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
1309,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
3261,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1
970,1.0,2.0,3.0,1.0,4.0,1.0,3.0,0
1365,1.0,1.0,2.0,1.0,4.0,1.0,4.0,0
3389,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1
3042,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
2843,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1767,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
41,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
2366,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
3739,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
1356,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1191,4.0,4.0,3.0,4.0,2.0,4.0,2.0,0
499,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
399,2.0,2.0,2.0,3.0,3.0,2.0,4.0,0
3590,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1954,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
703,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3783,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1
986,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
1015,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
347,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2974,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
3436,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1
3236,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
833,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
745,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
1223,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
2868,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1
2485,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2573,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
3451,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
555,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0
1563,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2546,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
2006,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
2827,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2927,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1790,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
2412,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1
1887,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1
496,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0
539,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
2500,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1
1583,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
2570,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
3699,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1
1906,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
451,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
1057,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0
1948,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
1986,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
1689,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1
2950,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
390,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
261,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0
2795,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1
1838,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3003,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1808,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3464,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2083,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
493,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
852,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1260,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1103,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
2440,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
740,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
536,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
3097,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1174,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
959,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
1068,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3176,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
527,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2357,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1
1292,2.0,2.0,3.0,2.0,4.0,2.0,2.0,0
3063,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
6,3.0,3.0,3.0,4.0,3.0,3.0,1.0,0
2819,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
855,3.0,4.0,4.0,3.0,4.0,3.0,1.0,0
3388,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
953,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2898,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
181,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2964,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2450,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3275,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
526,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
673,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2894,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
692,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2353,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1661,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3430,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1
351,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
353,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2984,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1775,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
3362,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
2916,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
2022,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2147,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1187,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
582,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2584,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
477,1.0,2.0,2.0,2.0,4.0,2.0,0.0,0
973,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2978,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3444,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1
3782,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
2394,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
1674,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
735,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
1870,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
2920,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1
254,3.0,3.0,3.0,2.0,3.0,3.0,2.0,0
3698,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
576,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
2677,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2257,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
705,3.0,3.0,3.0,4.0,2.0,3.0,2.0,0
2138,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1811,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
3243,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
2377,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
383,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1165,3.0,3.0,3.0,3.0,4.0,3.0,2.0,0
2303,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1
32,3.0,3.0,3.0,4.0,2.0,3.0,1.0,0
2369,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1
2708,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3442,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1
2268,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
814,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3018,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3620,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
2063,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
3383,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2999,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1
1971,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1
377,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1692,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2704,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1193,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0
1630,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1069,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
3599,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1
2069,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1835,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
3775,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1
2110,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2060,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2310,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
3171,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
1272,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0
369,2.0,3.0,3.0,2.0,3.0,3.0,0.0,0
976,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
2817,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2437,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1
1760,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1
994,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3264,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
1494,3.0,3.0,3.0,2.0,4.0,3.0,1.0,0
3419,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1992,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
1296,1.0,2.0,3.0,1.0,4.0,1.0,0.0,0
3323,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
515,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
744,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
1647,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
3785,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
3537,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1
594,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0
188,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
2966,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3281,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
2799,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
2188,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1214,3.0,4.0,3.0,2.0,4.0,3.0,3.0,0
48,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
558,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1505,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2593,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1065,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
978,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0
2281,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
682,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2510,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1108,1.0,2.0,3.0,1.0,4.0,1.0,0.0,0
2456,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
2823,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
707,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
323,3.0,3.0,2.0,3.0,2.0,3.0,1.0,0
147,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0
1634,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
838,2.0,3.0,3.0,3.0,3.0,3.0,4.0,0
2723,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
268,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
59,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0
825,2.0,3.0,2.0,3.0,2.0,3.0,1.0,0
3475,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2506,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
145,4.0,4.0,3.0,4.0,3.0,4.0,3.0,0
3224,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1
999,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2534,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1512,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1491,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0
2764,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1236,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0
430,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3292,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1
2626,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
926,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1727,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
3653,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
1464,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2059,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1473,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2372,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
669,2.0,3.0,3.0,2.0,4.0,3.0,0.0,0
3494,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
1043,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2517,0.0,1.0,1.0,1.0,4.0,0.0,2.0,1
2290,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
3797,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
759,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
787,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1013,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
548,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
316,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
199,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0
3302,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
760,3.0,4.0,4.0,3.0,3.0,4.0,1.0,0
3745,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
1745,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3131,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1
3693,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1144,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1585,3.0,3.0,3.0,2.0,4.0,3.0,2.0,0
1445,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1381,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0
2307,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
944,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
802,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1898,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1
566,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
3664,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1
2389,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
1455,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0
386,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
1994,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1
2762,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1138,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0
3260,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1340,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
678,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
3564,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1006,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0
2162,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
1667,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
1854,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
1277,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
662,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1590,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2344,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1633,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
1802,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
924,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
416,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1765,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1
2767,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
2901,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2165,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2265,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
834,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
3265,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
124,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
2513,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2487,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1468,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
2109,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1
2071,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
3117,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3670,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1683,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1
984,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2382,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1
1036,3.0,4.0,4.0,2.0,4.0,3.0,1.0,0
2858,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2885,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1497,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2567,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
368,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2230,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
182,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
63,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1444,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1907,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1
2941,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2699,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1403,2.0,3.0,2.0,3.0,3.0,3.0,1.0,0
1620,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3330,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
1345,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
3235,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
480,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3246,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
52,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1709,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
622,3.0,4.0,3.0,2.0,4.0,3.0,0.0,0
2173,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1
183,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
374,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0
3528,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
2670,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
1752,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1
2856,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3692,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
148,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
431,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1571,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2228,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1046,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3773,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2340,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
3748,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
2282,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
2009,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1134,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
423,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
3335,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2705,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1
2400,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3289,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
711,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1289,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
511,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
553,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
1565,2.0,3.0,3.0,2.0,4.0,3.0,2.0,0
1216,3.0,4.0,4.0,3.0,3.0,3.0,1.0,0
3503,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2474,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1
3719,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1676,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1
1008,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0
367,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0
1817,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1
3141,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
2757,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
974,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1831,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
445,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
107,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2346,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
2209,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
153,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
142,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
817,3.0,3.0,3.0,2.0,4.0,3.0,1.0,0
1594,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1120,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
3733,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1875,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1
3030,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1
1474,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
433,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1639,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
982,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
2990,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
743,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2993,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
195,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
2811,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2044,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1
789,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3803,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
218,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0
3249,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2334,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1
1523,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
3628,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
522,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0
620,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
857,2.0,2.0,2.0,2.0,4.0,2.0,1.0,0
2294,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
3116,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2796,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
3143,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
3357,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
3185,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1699,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2388,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1818,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3161,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2399,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1
1156,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0
421,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
47,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
1326,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2671,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
2689,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2549,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1
2615,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1
3650,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
603,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
111,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
243,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
89,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1422,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2469,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
1822,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
140,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
1283,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
3644,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
19,2.0,3.0,2.0,3.0,3.0,2.0,2.0,0
1429,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
1163,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3645,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
300,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
